originalid,year,colenr
4134,2017,
4135,2017,1. Not enrolled
4136,2017,1. Not enrolled
4137,2017,1. Not enrolled
4138,2017,1. Not enrolled
4139,2017,1. Not enrolled
4140,2017,1. Not enrolled
4141,2017,1. Not enrolled
4142,2017,1. Not enrolled
4143,2017,1. Not enrolled
4144,2017,1. Not enrolled
4145,2017,1. Not enrolled
4146,2017,1. Not enrolled
4147,2017,1. Not enrolled
4148,2017,1. Not enrolled
4149,2017,1. Not enrolled
4150,2017,1. Not enrolled
4151,2017,
4152,2017,1. Not enrolled
4153,2017,
4154,2017,1. Not enrolled
4155,2017,1. Not enrolled
4156,2017,1. Not enrolled
4157,2017,
4158,2017,1. Not enrolled
4159,2017,1. Not enrolled
4160,2017,1. Not enrolled
4161,2017,1. Not enrolled
4162,2017,1. Not enrolled
4163,2017,1. Not enrolled
4164,2017,
4165,2017,1. Not enrolled
4166,2017,
4167,2017,1. Not enrolled
4168,2017,1. Not enrolled
4169,2017,1. Not enrolled
4170,2017,1. Not enrolled
4171,2017,1. Not enrolled
4172,2017,1. Not enrolled
4173,2017,
4174,2017,1. Not enrolled
4175,2017,4. Graduate program
4176,2017,1. Not enrolled
4177,2017,1. Not enrolled
4178,2017,1. Not enrolled
4179,2017,1. Not enrolled
4180,2017,1. Not enrolled
4181,2017,1. Not enrolled
4182,2017,1. Not enrolled
4183,2017,1. Not enrolled
4184,2017,1. Not enrolled
4185,2017,1. Not enrolled
4186,2017,1. Not enrolled
4187,2017,
4188,2017,
4189,2017,
4190,2017,1. Not enrolled
4191,2017,2. 2-year college 
4192,2017,1. Not enrolled
4193,2017,1. Not enrolled
4194,2017,1. Not enrolled
4195,2017,1. Not enrolled
4196,2017,1. Not enrolled
4197,2017,1. Not enrolled
4198,2017,
4199,2017,1. Not enrolled
4200,2017,1. Not enrolled
4201,2017,1. Not enrolled
4202,2017,2. 2-year college 
4203,2017,1. Not enrolled
4204,2017,1. Not enrolled
4205,2017,1. Not enrolled
4206,2017,1. Not enrolled
4207,2017,1. Not enrolled
4208,2017,1. Not enrolled
4209,2017,1. Not enrolled
4210,2017,1. Not enrolled
4211,2017,1. Not enrolled
4212,2017,1. Not enrolled
4213,2017,4. Graduate program
4214,2017,1. Not enrolled
4215,2017,1. Not enrolled
4216,2017,1. Not enrolled
4217,2017,1. Not enrolled
4218,2017,1. Not enrolled
4219,2017,1. Not enrolled
4220,2017,1. Not enrolled
4221,2017,1. Not enrolled
4222,2017,1. Not enrolled
4223,2017,1. Not enrolled
4224,2017,1. Not enrolled
4225,2017,
4226,2017,1. Not enrolled
4227,2017,1. Not enrolled
4228,2017,
4229,2017,1. Not enrolled
4230,2017,
4231,2017,
4232,2017,
4233,2017,
4234,2017,1. Not enrolled
4235,2017,1. Not enrolled
4236,2017,1. Not enrolled
4237,2017,1. Not enrolled
4238,2017,1. Not enrolled
4239,2017,1. Not enrolled
4240,2017,1. Not enrolled
4241,2017,1. Not enrolled
4242,2017,1. Not enrolled
4243,2017,1. Not enrolled
4244,2017,3. 4-year college
4245,2017,1. Not enrolled
4246,2017,2. 2-year college 
4247,2017,1. Not enrolled
4248,2017,1. Not enrolled
4249,2017,1. Not enrolled
4250,2017,1. Not enrolled
4251,2017,1. Not enrolled
4252,2017,1. Not enrolled
4253,2017,1. Not enrolled
4254,2017,1. Not enrolled
4255,2017,1. Not enrolled
4256,2017,1. Not enrolled
4257,2017,1. Not enrolled
4258,2017,1. Not enrolled
4259,2017,
4260,2017,
4261,2017,1. Not enrolled
4262,2017,1. Not enrolled
4263,2017,1. Not enrolled
4264,2017,1. Not enrolled
4265,2017,1. Not enrolled
4266,2017,1. Not enrolled
4267,2017,
4268,2017,1. Not enrolled
4269,2017,1. Not enrolled
4270,2017,1. Not enrolled
4271,2017,
4272,2017,1. Not enrolled
4273,2017,1. Not enrolled
4274,2017,1. Not enrolled
4275,2017,1. Not enrolled
4276,2017,1. Not enrolled
4277,2017,1. Not enrolled
4278,2017,
4279,2017,1. Not enrolled
4280,2017,1. Not enrolled
4281,2017,1. Not enrolled
4282,2017,1. Not enrolled
4283,2017,1. Not enrolled
4284,2017,
4285,2017,1. Not enrolled
4286,2017,1. Not enrolled
4287,2017,1. Not enrolled
4288,2017,1. Not enrolled
4289,2017,1. Not enrolled
4290,2017,1. Not enrolled
4291,2017,1. Not enrolled
4292,2017,
4293,2017,1. Not enrolled
4294,2017,1. Not enrolled
4295,2017,1. Not enrolled
4296,2017,1. Not enrolled
4297,2017,1. Not enrolled
4298,2017,1. Not enrolled
4299,2017,1. Not enrolled
4300,2017,1. Not enrolled
4301,2017,
4302,2017,
4303,2017,1. Not enrolled
4304,2017,4. Graduate program
4305,2017,1. Not enrolled
4306,2017,
4307,2017,1. Not enrolled
4308,2017,1. Not enrolled
4309,2017,1. Not enrolled
4310,2017,1. Not enrolled
4311,2017,2. 2-year college 
4312,2017,1. Not enrolled
4313,2017,1. Not enrolled
4314,2017,1. Not enrolled
4315,2017,1. Not enrolled
4316,2017,1. Not enrolled
4317,2017,1. Not enrolled
4318,2017,1. Not enrolled
4319,2017,1. Not enrolled
4320,2017,1. Not enrolled
4321,2017,1. Not enrolled
4322,2017,1. Not enrolled
4323,2017,1. Not enrolled
4324,2017,1. Not enrolled
4325,2017,
4326,2017,1. Not enrolled
4327,2017,
4328,2017,1. Not enrolled
4329,2017,1. Not enrolled
4330,2017,3. 4-year college
4331,2017,1. Not enrolled
4332,2017,1. Not enrolled
4333,2017,1. Not enrolled
4334,2017,1. Not enrolled
4335,2017,3. 4-year college
4336,2017,
4337,2017,1. Not enrolled
4338,2017,1. Not enrolled
4339,2017,
4340,2017,1. Not enrolled
4341,2017,1. Not enrolled
4342,2017,1. Not enrolled
4343,2017,1. Not enrolled
4344,2017,
4345,2017,1. Not enrolled
4346,2017,1. Not enrolled
4347,2017,1. Not enrolled
4348,2017,1. Not enrolled
4349,2017,1. Not enrolled
4350,2017,
4351,2017,1. Not enrolled
4352,2017,1. Not enrolled
4353,2017,1. Not enrolled
4354,2017,1. Not enrolled
4355,2017,
4356,2017,1. Not enrolled
4357,2017,1. Not enrolled
4358,2017,1. Not enrolled
4359,2017,1. Not enrolled
4360,2017,
4361,2017,1. Not enrolled
4362,2017,1. Not enrolled
4363,2017,1. Not enrolled
4364,2017,1. Not enrolled
4365,2017,1. Not enrolled
4366,2017,1. Not enrolled
4367,2017,1. Not enrolled
4368,2017,1. Not enrolled
4369,2017,1. Not enrolled
4370,2017,1. Not enrolled
4371,2017,1. Not enrolled
4372,2017,1. Not enrolled
4373,2017,1. Not enrolled
4374,2017,1. Not enrolled
4375,2017,1. Not enrolled
4376,2017,1. Not enrolled
4377,2017,1. Not enrolled
4378,2017,1. Not enrolled
4379,2017,1. Not enrolled
4380,2017,1. Not enrolled
4381,2017,1. Not enrolled
4382,2017,
4383,2017,
4384,2017,1. Not enrolled
4385,2017,
4386,2017,1. Not enrolled
4387,2017,1. Not enrolled
4388,2017,1. Not enrolled
4389,2017,
4390,2017,1. Not enrolled
4391,2017,2. 2-year college 
4392,2017,
4393,2017,1. Not enrolled
4394,2017,1. Not enrolled
4395,2017,1. Not enrolled
4396,2017,1. Not enrolled
4397,2017,1. Not enrolled
4398,2017,1. Not enrolled
4399,2017,1. Not enrolled
4400,2017,1. Not enrolled
4401,2017,1. Not enrolled
4402,2017,1. Not enrolled
4403,2017,1. Not enrolled
4404,2017,
4405,2017,1. Not enrolled
4406,2017,1. Not enrolled
4407,2017,1. Not enrolled
4408,2017,1. Not enrolled
4409,2017,1. Not enrolled
4410,2017,1. Not enrolled
4411,2017,
4412,2017,1. Not enrolled
4413,2017,1. Not enrolled
4414,2017,1. Not enrolled
4415,2017,1. Not enrolled
4416,2017,
4417,2017,3. 4-year college
4418,2017,1. Not enrolled
4419,2017,3. 4-year college
4420,2017,
4421,2017,
4422,2017,1. Not enrolled
4423,2017,4. Graduate program
4424,2017,3. 4-year college
4425,2017,1. Not enrolled
4426,2017,1. Not enrolled
4427,2017,1. Not enrolled
4428,2017,1. Not enrolled
4429,2017,1. Not enrolled
4430,2017,1. Not enrolled
4431,2017,1. Not enrolled
4432,2017,1. Not enrolled
4433,2017,1. Not enrolled
4434,2017,
4435,2017,1. Not enrolled
4436,2017,
4437,2017,1. Not enrolled
4438,2017,1. Not enrolled
4439,2017,1. Not enrolled
4440,2017,1. Not enrolled
4441,2017,1. Not enrolled
4442,2017,1. Not enrolled
4443,2017,1. Not enrolled
4444,2017,1. Not enrolled
4445,2017,1. Not enrolled
4446,2017,1. Not enrolled
4447,2017,1. Not enrolled
4448,2017,1. Not enrolled
4449,2017,1. Not enrolled
4450,2017,1. Not enrolled
4451,2017,1. Not enrolled
4452,2017,1. Not enrolled
4453,2017,1. Not enrolled
4454,2017,2. 2-year college 
4455,2017,1. Not enrolled
4456,2017,1. Not enrolled
4457,2017,1. Not enrolled
4458,2017,1. Not enrolled
4459,2017,1. Not enrolled
4460,2017,1. Not enrolled
4461,2017,1. Not enrolled
4462,2017,1. Not enrolled
4463,2017,1. Not enrolled
4464,2017,1. Not enrolled
4465,2017,1. Not enrolled
4466,2017,1. Not enrolled
4467,2017,1. Not enrolled
4468,2017,
4469,2017,1. Not enrolled
4470,2017,1. Not enrolled
4471,2017,1. Not enrolled
4472,2017,
4473,2017,1. Not enrolled
4474,2017,
4475,2017,1. Not enrolled
4476,2017,1. Not enrolled
4477,2017,1. Not enrolled
4478,2017,1. Not enrolled
4479,2017,1. Not enrolled
4480,2017,
4481,2017,1. Not enrolled
4482,2017,1. Not enrolled
4483,2017,1. Not enrolled
4484,2017,1. Not enrolled
4485,2017,1. Not enrolled
4486,2017,1. Not enrolled
4487,2017,1. Not enrolled
4488,2017,1. Not enrolled
4489,2017,1. Not enrolled
4490,2017,1. Not enrolled
4491,2017,
4492,2017,1. Not enrolled
4493,2017,
4494,2017,1. Not enrolled
4495,2017,1. Not enrolled
4496,2017,1. Not enrolled
4497,2017,1. Not enrolled
4498,2017,1. Not enrolled
4499,2017,1. Not enrolled
4500,2017,1. Not enrolled
4501,2017,1. Not enrolled
4502,2017,
4503,2017,1. Not enrolled
4504,2017,
4505,2017,1. Not enrolled
4506,2017,1. Not enrolled
4507,2017,
4508,2017,
4509,2017,1. Not enrolled
4510,2017,2. 2-year college 
4511,2017,1. Not enrolled
4512,2017,1. Not enrolled
4513,2017,1. Not enrolled
4514,2017,1. Not enrolled
4515,2017,
4516,2017,
4517,2017,1. Not enrolled
4518,2017,1. Not enrolled
4519,2017,
4520,2017,
4521,2017,1. Not enrolled
4522,2017,1. Not enrolled
4523,2017,1. Not enrolled
4524,2017,1. Not enrolled
4525,2017,1. Not enrolled
4526,2017,
4527,2017,
4528,2017,1. Not enrolled
4529,2017,1. Not enrolled
4530,2017,
4531,2017,1. Not enrolled
4532,2017,1. Not enrolled
4533,2017,
4534,2017,1. Not enrolled
4535,2017,1. Not enrolled
4536,2017,1. Not enrolled
4537,2017,1. Not enrolled
4539,2017,1. Not enrolled
4540,2017,1. Not enrolled
4541,2017,1. Not enrolled
4542,2017,1. Not enrolled
4543,2017,1. Not enrolled
4544,2017,1. Not enrolled
4545,2017,1. Not enrolled
4546,2017,3. 4-year college
4547,2017,1. Not enrolled
4548,2017,1. Not enrolled
4549,2017,1. Not enrolled
4550,2017,1. Not enrolled
4551,2017,1. Not enrolled
4552,2017,1. Not enrolled
4553,2017,1. Not enrolled
4554,2017,1. Not enrolled
4555,2017,1. Not enrolled
4556,2017,1. Not enrolled
4557,2017,3. 4-year college
4558,2017,1. Not enrolled
4559,2017,1. Not enrolled
4560,2017,1. Not enrolled
4561,2017,1. Not enrolled
4562,2017,1. Not enrolled
4563,2017,
4564,2017,1. Not enrolled
4565,2017,2. 2-year college 
4566,2017,
4567,2017,1. Not enrolled
4568,2017,1. Not enrolled
4569,2017,
4570,2017,
4571,2017,1. Not enrolled
4572,2017,1. Not enrolled
4573,2017,1. Not enrolled
4574,2017,1. Not enrolled
4575,2017,
4576,2017,1. Not enrolled
4577,2017,1. Not enrolled
4578,2017,2. 2-year college 
4579,2017,1. Not enrolled
4580,2017,2. 2-year college 
4581,2017,1. Not enrolled
4582,2017,
4583,2017,1. Not enrolled
4584,2017,1. Not enrolled
4585,2017,1. Not enrolled
4586,2017,1. Not enrolled
4587,2017,
4588,2017,1. Not enrolled
4589,2017,
4590,2017,
4591,2017,3. 4-year college
4592,2017,1. Not enrolled
4593,2017,1. Not enrolled
4594,2017,1. Not enrolled
4595,2017,1. Not enrolled
4596,2017,1. Not enrolled
4597,2017,1. Not enrolled
4598,2017,1. Not enrolled
4599,2017,3. 4-year college
4600,2017,1. Not enrolled
4601,2017,1. Not enrolled
4602,2017,1. Not enrolled
4603,2017,1. Not enrolled
4604,2017,
4605,2017,
4606,2017,1. Not enrolled
4607,2017,1. Not enrolled
4608,2017,1. Not enrolled
4609,2017,
4610,2017,
4611,2017,1. Not enrolled
4612,2017,
4613,2017,1. Not enrolled
4614,2017,1. Not enrolled
4615,2017,1. Not enrolled
4616,2017,1. Not enrolled
4617,2017,1. Not enrolled
4618,2017,1. Not enrolled
4619,2017,1. Not enrolled
4620,2017,1. Not enrolled
4621,2017,1. Not enrolled
4622,2017,1. Not enrolled
4623,2017,1. Not enrolled
4624,2017,1. Not enrolled
4625,2017,
4626,2017,1. Not enrolled
4627,2017,
4628,2017,1. Not enrolled
4629,2017,1. Not enrolled
4630,2017,1. Not enrolled
4631,2017,1. Not enrolled
4632,2017,1. Not enrolled
4633,2017,2. 2-year college 
4634,2017,1. Not enrolled
4635,2017,1. Not enrolled
4636,2017,
4637,2017,1. Not enrolled
4638,2017,1. Not enrolled
4639,2017,1. Not enrolled
4640,2017,1. Not enrolled
4641,2017,
4642,2017,
4643,2017,1. Not enrolled
4644,2017,
4645,2017,1. Not enrolled
4646,2017,1. Not enrolled
4647,2017,1. Not enrolled
4648,2017,1. Not enrolled
4649,2017,1. Not enrolled
4650,2017,1. Not enrolled
4651,2017,1. Not enrolled
4652,2017,
4653,2017,1. Not enrolled
4654,2017,1. Not enrolled
4655,2017,1. Not enrolled
4656,2017,1. Not enrolled
4657,2017,1. Not enrolled
4658,2017,1. Not enrolled
4659,2017,
4660,2017,1. Not enrolled
4661,2017,1. Not enrolled
4662,2017,4. Graduate program
4663,2017,1. Not enrolled
4664,2017,1. Not enrolled
4665,2017,1. Not enrolled
4666,2017,1. Not enrolled
4667,2017,
4668,2017,1. Not enrolled
4669,2017,1. Not enrolled
4670,2017,1. Not enrolled
4671,2017,1. Not enrolled
4672,2017,
4673,2017,1. Not enrolled
4674,2017,1. Not enrolled
4675,2017,1. Not enrolled
4676,2017,1. Not enrolled
4677,2017,1. Not enrolled
4678,2017,1. Not enrolled
4679,2017,1. Not enrolled
4680,2017,1. Not enrolled
4681,2017,1. Not enrolled
4682,2017,
4683,2017,1. Not enrolled
4684,2017,1. Not enrolled
4685,2017,
4686,2017,
4687,2017,1. Not enrolled
4688,2017,1. Not enrolled
4689,2017,
4690,2017,1. Not enrolled
4691,2017,1. Not enrolled
4692,2017,1. Not enrolled
4693,2017,1. Not enrolled
4694,2017,1. Not enrolled
4695,2017,1. Not enrolled
4696,2017,1. Not enrolled
4697,2017,1. Not enrolled
4698,2017,1. Not enrolled
4699,2017,1. Not enrolled
4700,2017,1. Not enrolled
4701,2017,1. Not enrolled
4702,2017,1. Not enrolled
4703,2017,1. Not enrolled
4704,2017,
4705,2017,
4706,2017,
4707,2017,1. Not enrolled
4708,2017,1. Not enrolled
4709,2017,1. Not enrolled
4710,2017,4. Graduate program
4711,2017,3. 4-year college
4712,2017,
4713,2017,
4714,2017,1. Not enrolled
4715,2017,1. Not enrolled
4716,2017,1. Not enrolled
4717,2017,1. Not enrolled
4718,2017,1. Not enrolled
4719,2017,1. Not enrolled
4720,2017,1. Not enrolled
4721,2017,1. Not enrolled
4722,2017,1. Not enrolled
4723,2017,1. Not enrolled
4724,2017,1. Not enrolled
4725,2017,
4726,2017,1. Not enrolled
4727,2017,
4728,2017,1. Not enrolled
4729,2017,
4730,2017,1. Not enrolled
4731,2017,1. Not enrolled
4732,2017,1. Not enrolled
4733,2017,1. Not enrolled
4734,2017,1. Not enrolled
4735,2017,
4736,2017,1. Not enrolled
4737,2017,1. Not enrolled
4738,2017,1. Not enrolled
4739,2017,1. Not enrolled
4740,2017,1. Not enrolled
4741,2017,
4742,2017,1. Not enrolled
4743,2017,1. Not enrolled
4744,2017,
4745,2017,1. Not enrolled
4746,2017,
4747,2017,1. Not enrolled
4748,2017,1. Not enrolled
4749,2017,1. Not enrolled
4750,2017,1. Not enrolled
4751,2017,1. Not enrolled
4752,2017,3. 4-year college
4753,2017,1. Not enrolled
4754,2017,1. Not enrolled
4755,2017,1. Not enrolled
4756,2017,
4757,2017,
4758,2017,1. Not enrolled
4759,2017,1. Not enrolled
4760,2017,1. Not enrolled
4761,2017,1. Not enrolled
4762,2017,1. Not enrolled
4763,2017,1. Not enrolled
4764,2017,1. Not enrolled
4765,2017,1. Not enrolled
4766,2017,
4767,2017,
4768,2017,1. Not enrolled
4769,2017,1. Not enrolled
4770,2017,1. Not enrolled
4771,2017,1. Not enrolled
4772,2017,1. Not enrolled
4773,2017,1. Not enrolled
4774,2017,1. Not enrolled
4775,2017,1. Not enrolled
4776,2017,1. Not enrolled
4777,2017,1. Not enrolled
4778,2017,1. Not enrolled
4779,2017,1. Not enrolled
4780,2017,1. Not enrolled
4781,2017,1. Not enrolled
4782,2017,4. Graduate program
4783,2017,1. Not enrolled
4784,2017,1. Not enrolled
4785,2017,1. Not enrolled
4786,2017,1. Not enrolled
4787,2017,2. 2-year college 
4788,2017,1. Not enrolled
4789,2017,1. Not enrolled
4790,2017,1. Not enrolled
4791,2017,
4792,2017,1. Not enrolled
4793,2017,1. Not enrolled
4794,2017,
4795,2017,1. Not enrolled
4796,2017,1. Not enrolled
4797,2017,3. 4-year college
4798,2017,1. Not enrolled
4799,2017,1. Not enrolled
4800,2017,1. Not enrolled
4801,2017,1. Not enrolled
4802,2017,1. Not enrolled
4803,2017,
4804,2017,1. Not enrolled
4805,2017,1. Not enrolled
4806,2017,
4807,2017,
4808,2017,1. Not enrolled
4809,2017,1. Not enrolled
4810,2017,1. Not enrolled
4811,2017,1. Not enrolled
4812,2017,1. Not enrolled
4813,2017,1. Not enrolled
4814,2017,1. Not enrolled
4815,2017,1. Not enrolled
4816,2017,1. Not enrolled
4817,2017,1. Not enrolled
4818,2017,1. Not enrolled
4819,2017,1. Not enrolled
4820,2017,1. Not enrolled
4821,2017,1. Not enrolled
4822,2017,1. Not enrolled
4823,2017,
4824,2017,
4825,2017,
4826,2017,1. Not enrolled
4827,2017,1. Not enrolled
4828,2017,1. Not enrolled
4829,2017,
4830,2017,1. Not enrolled
4831,2017,1. Not enrolled
4832,2017,1. Not enrolled
4833,2017,1. Not enrolled
4834,2017,1. Not enrolled
4835,2017,1. Not enrolled
4836,2017,
4837,2017,1. Not enrolled
4838,2017,1. Not enrolled
4839,2017,1. Not enrolled
4840,2017,
4841,2017,1. Not enrolled
4842,2017,1. Not enrolled
4843,2017,1. Not enrolled
4844,2017,1. Not enrolled
4845,2017,1. Not enrolled
4846,2017,1. Not enrolled
4847,2017,1. Not enrolled
4848,2017,1. Not enrolled
4849,2017,1. Not enrolled
4850,2017,1. Not enrolled
4851,2017,1. Not enrolled
4852,2017,1. Not enrolled
4853,2017,1. Not enrolled
4854,2017,
4855,2017,1. Not enrolled
4856,2017,1. Not enrolled
4857,2017,1. Not enrolled
4858,2017,1. Not enrolled
4859,2017,
4860,2017,1. Not enrolled
4861,2017,1. Not enrolled
4862,2017,1. Not enrolled
4863,2017,1. Not enrolled
4864,2017,1. Not enrolled
4865,2017,1. Not enrolled
4866,2017,1. Not enrolled
4867,2017,1. Not enrolled
4868,2017,1. Not enrolled
4869,2017,1. Not enrolled
4870,2017,1. Not enrolled
4871,2017,1. Not enrolled
4872,2017,1. Not enrolled
4873,2017,1. Not enrolled
4874,2017,1. Not enrolled
4875,2017,1. Not enrolled
4876,2017,1. Not enrolled
4877,2017,1. Not enrolled
4878,2017,1. Not enrolled
4879,2017,
4880,2017,1. Not enrolled
4881,2017,1. Not enrolled
4882,2017,1. Not enrolled
4883,2017,1. Not enrolled
4884,2017,1. Not enrolled
4885,2017,1. Not enrolled
4886,2017,1. Not enrolled
4887,2017,1. Not enrolled
4889,2017,1. Not enrolled
4890,2017,1. Not enrolled
4891,2017,1. Not enrolled
4892,2017,1. Not enrolled
4893,2017,1. Not enrolled
4894,2017,1. Not enrolled
4895,2017,1. Not enrolled
4896,2017,
4897,2017,4. Graduate program
4898,2017,1. Not enrolled
4899,2017,1. Not enrolled
4900,2017,1. Not enrolled
4901,2017,1. Not enrolled
4902,2017,1. Not enrolled
4903,2017,1. Not enrolled
4904,2017,1. Not enrolled
4905,2017,
4906,2017,1. Not enrolled
4907,2017,1. Not enrolled
4908,2017,2. 2-year college 
4909,2017,1. Not enrolled
4910,2017,1. Not enrolled
4911,2017,1. Not enrolled
4912,2017,1. Not enrolled
4913,2017,1. Not enrolled
4914,2017,1. Not enrolled
4915,2017,1. Not enrolled
4916,2017,1. Not enrolled
4917,2017,1. Not enrolled
4918,2017,1. Not enrolled
4919,2017,1. Not enrolled
4920,2017,1. Not enrolled
4921,2017,1. Not enrolled
4922,2017,1. Not enrolled
4923,2017,1. Not enrolled
4924,2017,
4925,2017,1. Not enrolled
4926,2017,1. Not enrolled
4927,2017,1. Not enrolled
4928,2017,
4929,2017,1. Not enrolled
4930,2017,1. Not enrolled
4931,2017,1. Not enrolled
4932,2017,
4933,2017,
4934,2017,1. Not enrolled
4935,2017,
4936,2017,1. Not enrolled
4937,2017,1. Not enrolled
4938,2017,1. Not enrolled
4939,2017,
4940,2017,1. Not enrolled
4941,2017,1. Not enrolled
4942,2017,1. Not enrolled
4943,2017,1. Not enrolled
4944,2017,1. Not enrolled
4945,2017,
4946,2017,1. Not enrolled
4947,2017,1. Not enrolled
4948,2017,1. Not enrolled
4949,2017,
4950,2017,1. Not enrolled
4951,2017,1. Not enrolled
4952,2017,1. Not enrolled
4953,2017,1. Not enrolled
4954,2017,1. Not enrolled
4955,2017,1. Not enrolled
4956,2017,1. Not enrolled
4957,2017,1. Not enrolled
4958,2017,1. Not enrolled
4959,2017,1. Not enrolled
4960,2017,1. Not enrolled
4961,2017,1. Not enrolled
4962,2017,1. Not enrolled
4963,2017,1. Not enrolled
4964,2017,
4965,2017,1. Not enrolled
4966,2017,1. Not enrolled
4967,2017,3. 4-year college
4968,2017,3. 4-year college
4969,2017,3. 4-year college
4970,2017,1. Not enrolled
4971,2017,1. Not enrolled
4972,2017,1. Not enrolled
4973,2017,1. Not enrolled
4974,2017,1. Not enrolled
4975,2017,1. Not enrolled
4976,2017,3. 4-year college
4977,2017,1. Not enrolled
4978,2017,1. Not enrolled
4979,2017,1. Not enrolled
4980,2017,3. 4-year college
4981,2017,1. Not enrolled
4982,2017,1. Not enrolled
4983,2017,1. Not enrolled
4984,2017,1. Not enrolled
4985,2017,1. Not enrolled
4986,2017,1. Not enrolled
4987,2017,1. Not enrolled
4988,2017,1. Not enrolled
4989,2017,1. Not enrolled
4990,2017,4. Graduate program
4991,2017,1. Not enrolled
4992,2017,1. Not enrolled
4993,2017,1. Not enrolled
4994,2017,1. Not enrolled
4995,2017,
4996,2017,
4997,2017,
4998,2017,1. Not enrolled
4999,2017,1. Not enrolled
5000,2017,1. Not enrolled
5001,2017,1. Not enrolled
5002,2017,1. Not enrolled
5003,2017,1. Not enrolled
5004,2017,
5005,2017,1. Not enrolled
5006,2017,
5007,2017,
5008,2017,1. Not enrolled
5009,2017,1. Not enrolled
5010,2017,1. Not enrolled
5011,2017,1. Not enrolled
5012,2017,2. 2-year college 
5013,2017,1. Not enrolled
5014,2017,1. Not enrolled
5015,2017,1. Not enrolled
5016,2017,1. Not enrolled
5017,2017,1. Not enrolled
5018,2017,1. Not enrolled
5019,2017,
5020,2017,2. 2-year college 
5021,2017,
5022,2017,1. Not enrolled
5023,2017,1. Not enrolled
5024,2017,1. Not enrolled
5025,2017,1. Not enrolled
5026,2017,4. Graduate program
5027,2017,1. Not enrolled
5028,2017,1. Not enrolled
5029,2017,1. Not enrolled
5030,2017,1. Not enrolled
5031,2017,1. Not enrolled
5032,2017,1. Not enrolled
5033,2017,1. Not enrolled
5034,2017,1. Not enrolled
5035,2017,1. Not enrolled
5036,2017,
5037,2017,1. Not enrolled
5038,2017,1. Not enrolled
5039,2017,1. Not enrolled
5040,2017,
5041,2017,1. Not enrolled
5042,2017,1. Not enrolled
5043,2017,1. Not enrolled
5044,2017,3. 4-year college
5045,2017,1. Not enrolled
5046,2017,1. Not enrolled
5047,2017,1. Not enrolled
5048,2017,1. Not enrolled
5049,2017,1. Not enrolled
5050,2017,1. Not enrolled
5051,2017,1. Not enrolled
5052,2017,1. Not enrolled
5053,2017,1. Not enrolled
5054,2017,1. Not enrolled
5055,2017,1. Not enrolled
5056,2017,1. Not enrolled
5057,2017,1. Not enrolled
5058,2017,1. Not enrolled
5059,2017,1. Not enrolled
5060,2017,1. Not enrolled
5061,2017,
5062,2017,1. Not enrolled
5063,2017,1. Not enrolled
5064,2017,1. Not enrolled
5065,2017,1. Not enrolled
5066,2017,1. Not enrolled
5067,2017,
5068,2017,1. Not enrolled
5069,2017,1. Not enrolled
5070,2017,1. Not enrolled
5071,2017,1. Not enrolled
5072,2017,1. Not enrolled
5073,2017,3. 4-year college
5074,2017,
5075,2017,1. Not enrolled
5076,2017,1. Not enrolled
5077,2017,1. Not enrolled
5078,2017,
5079,2017,1. Not enrolled
5080,2017,1. Not enrolled
5081,2017,1. Not enrolled
5082,2017,3. 4-year college
5083,2017,
5084,2017,1. Not enrolled
5085,2017,
5086,2017,1. Not enrolled
5087,2017,
5088,2017,1. Not enrolled
5089,2017,1. Not enrolled
5090,2017,
5091,2017,1. Not enrolled
5092,2017,1. Not enrolled
5093,2017,1. Not enrolled
5094,2017,1. Not enrolled
5095,2017,1. Not enrolled
5096,2017,1. Not enrolled
5097,2017,
5098,2017,1. Not enrolled
5099,2017,
5100,2017,1. Not enrolled
5101,2017,
5102,2017,1. Not enrolled
5103,2017,1. Not enrolled
5104,2017,1. Not enrolled
5105,2017,1. Not enrolled
5106,2017,1. Not enrolled
5107,2017,
5108,2017,1. Not enrolled
5109,2017,1. Not enrolled
5110,2017,1. Not enrolled
5111,2017,1. Not enrolled
5112,2017,
5113,2017,1. Not enrolled
5114,2017,1. Not enrolled
5115,2017,1. Not enrolled
5116,2017,1. Not enrolled
5117,2017,1. Not enrolled
5118,2017,4. Graduate program
5119,2017,
5120,2017,1. Not enrolled
5121,2017,1. Not enrolled
5122,2017,1. Not enrolled
5123,2017,1. Not enrolled
5124,2017,1. Not enrolled
5125,2017,1. Not enrolled
5126,2017,1. Not enrolled
5127,2017,1. Not enrolled
5128,2017,4. Graduate program
5129,2017,1. Not enrolled
5130,2017,
5131,2017,1. Not enrolled
5132,2017,
5133,2017,
5134,2017,2. 2-year college 
5135,2017,1. Not enrolled
5136,2017,1. Not enrolled
5137,2017,1. Not enrolled
5138,2017,3. 4-year college
5139,2017,1. Not enrolled
5140,2017,1. Not enrolled
5141,2017,1. Not enrolled
5142,2017,1. Not enrolled
5143,2017,1. Not enrolled
5144,2017,1. Not enrolled
5145,2017,1. Not enrolled
5146,2017,1. Not enrolled
5147,2017,
5148,2017,1. Not enrolled
5149,2017,1. Not enrolled
5150,2017,1. Not enrolled
5151,2017,1. Not enrolled
5152,2017,
5153,2017,1. Not enrolled
5154,2017,1. Not enrolled
5155,2017,2. 2-year college 
5156,2017,1. Not enrolled
